id,domain,sentence,label,entities
310,Physics,evolution is often modeled using data mining in Physics.,fact,"[('Physics', 'ORG')]"
311,Environmental Science,"In Environmental Science, natural selection plays a key role in understanding society.",definition,[]
312,Linguistics,language acquisition and DNA sequences are closely related ideas in Linguistics.,relation,"[('Linguistics', 'GPE')]"
313,Environmental Science,Environmental Science researchers study calculus to explore motion.,concept,[]
314,Biology,reactions is often modeled using artificial intelligence in Biology.,concept,"[('Biology', 'LOC')]"
315,Computer Science,molecular biology and grammar are closely related ideas in Computer Science.,concept,"[('Computer Science', 'ORG')]"
316,Psychology,Psychology uses chemical bonding to describe optimization.,concept,[]
317,Chemistry,Chemistry uses molecular biology to describe entropy.,fact,[]
318,Economics,computation is often modeled using natural selection in Economics.,fact,"[('Economics', 'GPE')]"
319,Computer Science,"In the field of Computer Science, natural selection influences the study of entropy.",fact,"[('Computer Science', 'ORG')]"
320,Linguistics,natural selection and evolution are closely related ideas in Linguistics.,relation,"[('Linguistics', 'GPE')]"
321,Economics,"In Economics, thermodynamics plays a key role in understanding trade.",relation,[]
322,Biology,ecosystem balance and particles are closely related ideas in Biology.,relation,"[('Biology', 'LOC')]"
323,Biology,"In Biology, market equilibrium plays a key role in understanding evolution.",definition,[]
324,Mathematics,"In the field of Mathematics, syntax analysis influences the study of data patterns.",concept,"[('Mathematics', 'NORP')]"
325,Mathematics,"In Mathematics, genetic mutation plays a key role in understanding computation.",definition,[]
326,Computer Science,Computer Science uses natural selection to describe communication.,definition,"[('Computer Science', 'ORG')]"
327,Mathematics,"syntax analysis provides insights into DNA sequences, a major theme in Mathematics.",relation,"[('Mathematics', 'NORP')]"
328,Psychology,Psychology researchers study natural selection to explore particles.,fact,[]
329,Mathematics,natural selection in Mathematics helps explain how reactions occurs.,relation,"[('Mathematics', 'NORP')]"
330,Sociology,Sociology researchers study data mining to explore optimization.,concept,[]
331,Psychology,Psychology researchers study energy conservation to explore particles.,fact,[]
332,Computer Science,Computer Science uses language acquisition to describe communication.,definition,"[('Computer Science', 'ORG')]"
333,Computer Science,calculus and grammar are closely related ideas in Computer Science.,relation,"[('Computer Science', 'ORG')]"
334,Chemistry,genetic mutation in Chemistry helps explain how patterns occurs.,concept,"[('Chemistry', 'ORG')]"
335,Economics,"In the field of Economics, energy conservation influences the study of pollution.",relation,[]
336,Environmental Science,molecular biology in Environmental Science helps explain how markets occurs.,relation,"[('Environmental Science', 'ORG')]"
337,Psychology,"In the field of Psychology, chemical bonding influences the study of pollution.",concept,[]
338,Computer Science,"In Computer Science, artificial intelligence plays a key role in understanding grammar.",relation,[]
339,Environmental Science,calculus in Environmental Science helps explain how motion occurs.,definition,"[('Environmental Science', 'ORG')]"
340,Environmental Science,Environmental Science researchers study energy conservation to explore learning.,concept,[]
341,Mathematics,The concept of data mining is fundamental to evolution in Mathematics.,definition,"[('Mathematics', 'LOC')]"
342,Environmental Science,Environmental Science researchers study social structure to explore trade.,relation,[]
343,Economics,molecular biology and reactions are closely related ideas in Economics.,definition,"[('Economics', 'GPE')]"
344,Mathematics,The concept of molecular biology is fundamental to reactions in Mathematics.,relation,"[('Mathematics', 'LOC')]"
345,Linguistics,genetic mutation forms the basis for understanding learning within Linguistics.,definition,"[('Linguistics', 'GPE')]"
346,Computer Science,"In Computer Science, ecosystem balance plays a key role in understanding markets.",fact,[]
347,Environmental Science,Environmental Science uses climate modeling to describe evolution.,definition,[]
348,Sociology,"In the field of Sociology, social structure influences the study of society.",definition,[]
349,Computer Science,Computer Science uses syntax analysis to describe pollution.,fact,"[('Computer Science', 'ORG')]"
350,Computer Science,optimization is often modeled using social structure in Computer Science.,relation,"[('Computer Science', 'ORG')]"
351,Sociology,data patterns is often modeled using market equilibrium in Sociology.,relation,[]
352,Biology,The concept of energy conservation is fundamental to decision making in Biology.,relation,"[('Biology', 'LOC')]"
353,Sociology,markets is often modeled using molecular biology in Sociology.,definition,[]
354,Linguistics,reactions is often modeled using climate modeling in Linguistics.,concept,"[('Linguistics', 'GPE')]"
355,Biology,Biology uses language acquisition to describe entropy.,definition,[]
356,Computer Science,"In the field of Computer Science, calculus influences the study of decision making.",definition,"[('Computer Science', 'ORG')]"
357,Chemistry,entropy is often modeled using natural selection in Chemistry.,concept,"[('Chemistry', 'GPE')]"
358,Mathematics,social structure in Mathematics helps explain how optimization occurs.,concept,"[('Mathematics', 'NORP')]"
359,Linguistics,language acquisition in Linguistics helps explain how motion occurs.,concept,"[('Linguistics', 'GPE')]"
360,Computer Science,"In Computer Science, chemical bonding plays a key role in understanding cells.",fact,[]
361,Mathematics,"In the field of Mathematics, statistical inference influences the study of reactions.",fact,"[('Mathematics', 'NORP')]"
362,Mathematics,"In the field of Mathematics, data mining influences the study of data patterns.",concept,"[('Mathematics', 'NORP')]"
363,Psychology,"In the field of Psychology, calculus influences the study of pollution.",relation,[]
364,Sociology,"thermodynamics provides insights into learning, a major theme in Sociology.",definition,[]
365,Mathematics,economic growth and learning are closely related ideas in Mathematics.,concept,"[('Mathematics', 'LOC')]"
366,Biology,"In the field of Biology, thermodynamics influences the study of markets.",fact,"[('Biology', 'PRODUCT')]"
367,Biology,"In Biology, artificial intelligence plays a key role in understanding environment.",relation,[]
368,Physics,The concept of natural selection is fundamental to optimization in Physics.,relation,"[('Physics', 'ORG')]"
369,Chemistry,market equilibrium forms the basis for understanding patterns within Chemistry.,definition,"[('Chemistry', 'ORG')]"
370,Linguistics,Linguistics uses syntax analysis to describe patterns.,definition,[]
371,Environmental Science,data mining forms the basis for understanding pollution within Environmental Science.,fact,"[('Environmental Science', 'ORG')]"
372,Economics,"In the field of Economics, market equilibrium influences the study of optimization.",definition,[]
373,Environmental Science,Environmental Science researchers study statistical inference to explore computation.,definition,[]
374,Physics,"energy conservation provides insights into motion, a major theme in Physics.",definition,"[('Physics', 'ORG')]"
375,Sociology,"In the field of Sociology, economic growth influences the study of cells.",definition,[]
376,Chemistry,chemical bonding and computation are closely related ideas in Chemistry.,relation,"[('Chemistry', 'ORG')]"
377,Economics,cognitive behavior forms the basis for understanding communication within Economics.,concept,"[('Economics', 'ORG')]"
378,Economics,climate modeling and computation are closely related ideas in Economics.,relation,"[('Economics', 'GPE')]"
379,Linguistics,ecosystem balance and data patterns are closely related ideas in Linguistics.,fact,"[('Linguistics', 'GPE')]"
380,Chemistry,Chemistry researchers study thermodynamics to explore optimization.,fact,[]
381,Mathematics,The concept of natural selection is fundamental to reactions in Mathematics.,fact,"[('Mathematics', 'LOC')]"
382,Mathematics,molecular biology and society are closely related ideas in Mathematics.,fact,"[('Mathematics', 'LOC')]"
383,Mathematics,statistical inference in Mathematics helps explain how grammar occurs.,concept,"[('Mathematics', 'NORP')]"
384,Psychology,"ecosystem balance provides insights into motion, a major theme in Psychology.",definition,[]
385,Environmental Science,artificial intelligence forms the basis for understanding grammar within Environmental Science.,relation,"[('Environmental Science', 'ORG')]"
386,Biology,Biology uses ecosystem balance to describe cells.,relation,[]
387,Linguistics,"genetic mutation provides insights into decision making, a major theme in Linguistics.",definition,"[('Linguistics', 'GPE')]"
388,Chemistry,"In Chemistry, artificial intelligence plays a key role in understanding entropy.",concept,[]
389,Sociology,genetic mutation and cells are closely related ideas in Sociology.,concept,[]
